fdc_id,description_en,description_de
171471,"Chicken, broilers or fryers, back, meat and skin, cooked, fried, flour","Hähnchen, Broiler oder Fritteusen, Rücken, Fleisch und Haut, gekocht, gebraten, Mehl"
171472,"Chicken, broilers or fryers, back, meat only, cooked, roasted","Hähnchen, Broiler oder Brathähnchen, Rücken, nur Fleisch, gekocht, gebraten"
171473,"Chicken, broilers or fryers, back, meat only, cooked, stewed","Hähnchen, Broiler oder Brathähnchen, Rücken, nur Fleisch, gekocht, gedünstet"
171474,"Chicken, broilers or fryers, breast, meat and skin, raw","Hähnchen, Broiler oder Fritteusen, Brust, Fleisch und Haut, roh"
171475,"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, batter","Hähnchen, Hähnchen oder Brathähnchen, Brust, Fleisch und Haut, gekocht, frittiert, im Teig gebacken"
171476,"Chicken, broilers or fryers, breast, meat and skin, cooked, fried, flour","Hähnchen, Hähnchen oder Brathähnchen, Brust, Fleisch und Haut, gekocht, gebraten, Mehl"
171477,"Chicken, broilers or fryers, breast, meat only, cooked, roasted","Hähnchen, Broiler oder Fritteusen, Brust, nur Fleisch, gekocht, gebraten"
171478,"Chicken, broilers or fryers, breast, meat only, cooked, stewed","Hähnchen, Broiler oder Brathähnchen, Brust, nur Fleisch, gekocht, gedünstet"
171479,"Turkey, whole, meat and skin, cooked, roasted","Truthahn, ganz, Fleisch und Haut, gekocht, gebraten"
171480,"Turkey, whole, meat only, raw","Truthahn, ganz, nur Fleisch, roh"
171481,"Turkey, whole, meat only, cooked, roasted","Truthahn, ganz, nur Fleisch, gekocht, gebraten"
171482,"Turkey, whole, skin (light and dark), raw","Truthahn, ganz, Haut (hell und dunkel), roh"
171483,"Turkey, all classes, gizzard, cooked, simmered","Truthahn, alle Klassen, Muskelmagen, gekocht, geschmort"
171484,"Turkey, all classes, heart, raw","Truthahn, alle Klassen, Herz, roh"
171485,"Turkey, all classes, heart, cooked, simmered","Truthahn, alle Klassen, Herz, gekocht, geschmort"
171486,"Turkey, all classes, liver, raw","Truthahn, alle Klassen, Leber, roh"
171487,"Turkey, all classes, liver, cooked, simmered","Truthahn, alle Klassen, Leber, gekocht, gedünstet"
171488,"Turkey, dark meat, meat and skin, raw","Truthahn, dunkles Fleisch, Fleisch und Haut, roh"
171489,"Turkey, whole, dark meat, meat and skin, cooked, roasted","Truthahn, ganz, dunkles Fleisch, Fleisch und Haut, gekocht, gebraten"
171490,"Turkey, whole, light meat, raw","Truthahn, ganz, helles Fleisch, roh"
171491,"Turkey, all classes, light meat, cooked, roasted","Truthahn, alle Klassen, helles Fleisch, gekocht, gebraten"
171492,"Turkey, all classes, breast, meat and skin, cooked, roasted","Truthahn, alle Klassen, Brust, Fleisch und Haut, gekocht, gebraten"
171493,"Turkey, all classes, leg, meat and skin, raw","Truthahn, alle Klassen, Keule, Fleisch und Haut, roh"
171494,"Turkey, all classes, leg, meat and skin, cooked, roasted","Truthahn, alle Klassen, Keule, Fleisch und Haut, gekocht, gebraten"
171495,"Turkey, all classes, wing, meat and skin, raw","Truthahn, alle Klassen, Flügel, Fleisch und Haut, roh"
171496,"Turkey, whole, breast, meat only, cooked, roasted","Truthahn, ganz, Brust, nur Fleisch, gekocht, gebraten"
171497,"Turkey, whole, wing, meat only, raw","Truthahn, ganz, Flügel, nur Fleisch, roh"
171498,"Turkey, whole, wing, meat only, cooked, roasted","Truthahn, ganz, Flügel, nur Fleisch, gekocht, gebraten"
171499,"Turkey, young hen, skin only, cooked, roasted","Truthahn, junges Huhn, nur mit Haut, gekocht, gebraten"
171500,"Turkey and gravy, frozen","Truthahn und Soße, gefroren"
171501,"Turkey breast, pre-basted, meat and skin, cooked, roasted","Putenbrust, vorgebacken, Fleisch und Haut, gekocht, gebraten"
171502,"Turkey thigh, pre-basted, meat and skin, cooked, roasted","Putenkeule, vorgegart, Fleisch und Haut, gekocht, gebraten"
171503,"Turkey roast, boneless, frozen, seasoned, light and dark meat, raw","Putenbraten, ohne Knochen, gefroren, gewürzt, helles und dunkles Fleisch, roh"
171504,"Turkey, mechanically deboned, from turkey frames, raw","Pute, maschinell entbeint, aus Putenrahmen, roh"
171505,"Turkey, Ground, raw","Truthahn, gemahlen, roh"
171506,"Turkey, Ground, cooked","Truthahn, gemahlen, gekocht"
171507,"Chicken, cornish game hens, meat and skin, raw","Huhn, Wildhühner aus Cornwall, Fleisch und Haut, roh"
171508,"Chicken, wing, frozen, glazed, barbecue flavored, heated (microwave)","Hähnchen, Flügel, gefroren, glasiert, mit Barbecue-Geschmack, erhitzt (Mikrowelle)"
171509,"Chicken, broilers or fryers, breast, skinless, boneless, meat only, with added solution, raw","Hähnchen, Broiler oder Fritteusen, Brust, ohne Haut, ohne Knochen, nur Fleisch, mit zugesetzter Lösung, roh"
171510,"Duck, young duckling, domesticated, White Pekin, breast, meat and skin, boneless, cooked, roasted","Ente, junges Entenküken, domestiziert, weißes Peking, Brust, Fleisch und Haut, ohne Knochen, gekocht, gebraten"
171511,"Duck, young duckling, domesticated, White Pekin, breast, meat only, boneless, cooked without skin, broiled","Ente, junges Entenküken, domestiziert, weißes Peking, Brust, nur Fleisch, ohne Knochen, ohne Haut gegart, gegrillt"
171512,"Chicken patty, frozen, uncooked","Hähnchen-Patty, gefroren, ungekocht"
171513,"Chicken patty, frozen, cooked","Hähnchen-Patty, gefroren, gekocht"
171514,"Chicken breast tenders, breaded, cooked, microwaved","Hähnchenbrustfilets, paniert, gekocht, in der Mikrowelle erhitzt"
171515,"Chicken breast tenders, breaded, uncooked","Hähnchenbrustfilets, paniert, ungekocht"
171516,"Chicken, broiler, rotisserie, BBQ, wing, meat only","Hähnchen, Broiler, Rotisserie, BBQ, Flügel, nur Fleisch"
171517,"Chicken, broilers or fryers, rotisserie, original seasoning, back, meat only, cooked","Hähnchen, Broiler oder Fritteusen, Drehspieß, Originalgewürz, Rücken, nur Fleisch, gekocht"
171518,"Chicken, broilers or fryers, rotisserie, original seasoning, breast, meat only, cooked","Hähnchen, Broiler oder Brathähnchen, Drehspieß, Originalgewürz, Brust, nur Fleisch, gekocht"
171519,"Chicken, broilers or fryers, drumstick, rotisserie, original seasoning, meat only, cooked","Hähnchen, Broiler oder Brathähnchen, Keulen, Drehspieß, Originalgewürz, nur Fleisch, gekocht"
171520,"Chicken, broilers or fryers, rotisserie, original seasoning, skin only, cooked","Hähnchen, Hähnchen oder Brathähnchen, Drehspieß, Originalgewürz, nur mit Haut, gekocht"
171521,"Chicken, broilers or fryers,  rotisserie, original seasoning, drumstick, meat and skin, cooked","Hähnchen, Broiler oder Brathähnchen, Drehspieß, Originalgewürz, Keule, Fleisch und Haut, gekocht"
171522,"Chicken, broilers or fryers, rotisserie, original seasoning, thigh, meat and skin, cooked","Hähnchen, Broiler oder Brathähnchen, Drehspieß, Originalgewürz, Schenkel, Fleisch und Haut, gegart"
171523,"Chicken, broilers or fryers, rotisserie, original seasoning, wing, meat and skin, cooked","Hähnchen, Broiler oder Brathähnchen, Drehspieß, Originalgewürz, Flügel, Fleisch und Haut, gekocht"
171524,"Chicken, broiler, rotisserie, BBQ, skin","Hähnchen, Broiler, Drehspieß, Grill, Haut"
171525,"Turkey, drumstick, from whole bird, meat only, with added solution, raw","Truthahn, Keule, vom ganzen Vogel, nur Fleisch, mit Zusatz von Lösung, roh"
171526,"Turkey, wing, from whole bird, meat only, with added solution, raw","Truthahn, Flügel, vom ganzen Vogel, nur Fleisch, mit Zusatz von Lösung, roh"
171527,"Turkey, wing, from whole bird, meat only, with added solution, roasted","Truthahn, Flügel, vom ganzen Vogel, nur Fleisch, mit Zusatz von Lösung, gebraten"
171528,"Turkey, retail parts, breast, meat and skin, raw","Truthahn, Einzelteile, Brust, Fleisch und Haut, roh"
171529,"Turkey, retail parts, breast, meat and skin, cooked, roasted","Truthahn, Einzelteile, Brust, Fleisch und Haut, gekocht, gebraten"
171530,"Turkey, drumstick, from whole bird, meat only, roasted","Truthahn, Keule, vom ganzen Vogel, nur Fleisch, gebraten"
171531,"Turkey, thigh, from whole bird, meat only, raw","Truthahn, Schenkel, vom ganzen Vogel, nur Fleisch, roh"
171532,"Turkey, thigh, from whole bird, meat only, roasted","Truthahn, Schenkel, vom ganzen Vogel, nur Fleisch, gebraten"
171533,"Turkey, retail parts, thigh, meat and skin, raw","Truthahn, Einzelteile, Schenkel, Fleisch und Haut, roh"
171534,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, grilled","Huhn, Broiler oder Brathähnchen, Brust, ohne Haut, ohne Knochen, nur Fleisch, gekocht, gegrillt"
171535,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, braised","Huhn, Broiler oder Brathähnchen, Brust, ohne Haut, ohne Knochen, nur Fleisch, mit Zusatz von Lösung, gekocht, geschmort"
171536,"Chicken, broiler or fryers, breast, skinless, boneless, meat only, with added solution, cooked, grilled","Huhn, Broiler oder Brathähnchen, Brust, ohne Haut, ohne Knochen, nur Fleisch, mit Zusatz von Lösung, gekocht, gegrillt"
171537,"Soup, cream of asparagus, canned, condensed","Suppe, Spargelcreme, konserviert, kondensiert"
171538,"Soup, beef broth or bouillon canned, ready-to-serve","Suppe, Rinderbrühe oder Bouillon aus der Dose, servierfertig"
171539,"Soup, beef noodle, canned, condensed","Suppe, Rindernudeln, aus der Dose, kondensiert"
171540,"Soup, cream of celery, canned, condensed","Suppe, Selleriecreme, konserviert, kondensiert"
171541,"Soup, cheese, canned, condensed","Suppe, Käse, Konserven, Kondenswasser"
171542,"Soup, chicken broth, canned, condensed","Suppe, Hühnerbrühe, aus der Dose, kondensiert"
171543,"Soup, chicken noodle, canned, condensed","Suppe, Hühnernudeln, aus der Dose, kondensiert"
171544,"Soup, chicken rice, canned, chunky, ready-to-serve","Suppe, Hühnerreis, aus der Dose, stückig, servierfertig"
171545,"Soup, chicken with rice, canned, condensed","Suppe, Hühnchen mit Reis, Konserven, kondensiert"
171546,"Soup, chicken and vegetable, canned, ready-to-serve","Suppe, Huhn und Gemüse, aus der Dose, servierfertig"
171547,"Soup, clam chowder, new england, canned, condensed","Suppe, Muschelsuppe, New England, in Dosen, kondensiert"
171548,"Soup, beef broth bouillon and consomme, canned, condensed","Suppe, Rinderbrühe, Bouillon und Brühe, konserviert, kondensiert"
171549,"Soup, lentil with ham, canned, ready-to-serve","Suppe, Linsen mit Schinken, aus der Dose, servierfertig"
171550,"Soup, minestrone, canned, chunky, ready-to-serve","Suppe, Minestrone, aus der Dose, stückig, servierfertig"
171551,"Soup, onion, canned, condensed","Suppe, Zwiebel, aus der Dose, kondensiert"
171552,"Soup, cream of onion, canned, condensed","Suppe, Zwiebelcreme, aus der Dose, kondensiert"
171553,"Soup, oyster stew, canned, condensed","Suppe, Austerneintopf, aus der Dose, kondensiert"
171554,"Soup, pea, green, canned, condensed","Suppe, Erbse, grün, in Dosen, kondensiert"
171555,"Soup, pea, split with ham, canned, chunky, ready-to-serve","Suppe, Erbsen, geteilt mit Schinken, aus der Dose, stückig, servierfertig"
171556,"CAMPBELL'S, Chicken Noodle Soup, condensed","CAMPBELL'S, Hühnernudelsuppe, kondensiert"
171557,"Soup, tomato rice, canned, condensed","Suppe, Tomatenreis, Konserven, kondensiert"
171558,"Soup, turkey, chunky, canned, ready-to-serve","Suppe, Truthahn, stückig, aus der Dose, servierfertig"
171559,"Soup, chunky vegetable, canned, ready-to-serve","Suppe, stückiges Gemüse, aus der Dose, servierfertig"
171560,"Soup, beef broth or bouillon, powder, dry","Suppe, Rinderbrühe oder Bouillon, Pulver, trocken"
171561,"Soup, beef broth, cubed, dry","Suppe, Rinderbrühe, gewürfelt, trocken"
171562,"Soup, chicken broth or bouillon, dry","Suppe, Hühnerbrühe oder Bouillon, trocken"
171563,"Soup, chicken broth cubes, dry","Suppe, Hühnerbrühewürfel, trocken"
171564,"Gravy, beef, canned, ready-to-serve","Soße, Rindfleisch, aus der Dose, servierfertig"
171565,"Gravy, brown, dry","Soße, braun, trocken"
171566,"Gravy, chicken, canned or bottled, ready-to-serve","Soße, Hühnchen, aus der Dose oder in der Flasche, servierfertig"
171567,"Gravy, chicken, dry","Soße, Hühnchen, trocken"
171568,"Gravy, turkey, canned, ready-to-serve","Soße, Truthahn, aus der Dose, servierfertig"
171569,"Gravy, turkey, dry","Soße, Truthahn, trocken"
171570,"Gravy, unspecified type, dry","Soße, nicht näher bezeichnete Sorte, trocken"
171571,"Soup, chicken noodle, dry, mix","Suppe, Hühnernudeln, trocknen, mischen"
171572,"Soup, beef mushroom, canned, prepared with equal volume water","Suppe, Rinderpilz, aus der Dose, zubereitet mit der gleichen Menge Wasser"
171573,"Soup, chicken mushroom, canned, prepared with equal volume water","Suppe, Hühnerpilz, aus der Dose, zubereitet mit der gleichen Menge Wasser"
171574,"Soup, tomato bisque, canned, prepared with equal volume water","Suppe, Tomatenbiskuit, aus der Dose, zubereitet mit der gleichen Menge Wasser"
171575,"Sauce, peanut, made from coconut, water, sugar, peanuts","Sauce, Erdnuss, hergestellt aus Kokosnuss, Wasser, Zucker, Erdnüssen"
171576,"SMART SOUP, Santa Fe Corn Chowder","SMART SUPPE, Santa Fe Corn Chowder"
171577,"SMART SOUP, French Lentil","SMART SUPPE, Französische Linse"
171578,"SMART SOUP, Greek Minestrone","SMART SUPPE, griechische Minestrone"
171579,"Sauce, pesto, ready-to-serve, refrigerated","Sauce, Pesto, servierfertig, gekühlt"
171580,"Sauce, pesto, ready-to-serve, shelf stable","Sauce, Pesto, servierfertig, haltbar"
171581,"Sauce, pesto, BUITONI, pesto with basil, ready-to-serve, refrigerated","Sauce, Pesto, BUITONI, Pesto mit Basilikum, servierfertig, gekühlt"
171582,"Sauce, pesto, CLASSICO, basil pesto, ready-to-serve","Sauce, Pesto, CLASSICO, Basilikumpesto, servierfertig"
171583,"Soup, vegetable broth, ready to serve","Suppe, Gemüsebrühe, servierfertig"
171584,"Sauce, cheese sauce mix, dry","Sauce, Käsesaucenmischung, trocknen"
171585,"Soup, chicken corn chowder, chunky, ready-to-serve, single brand","Suppe, Hühnermaissuppe, stückig, servierfertig, Einzelmarke"
171586,"Soup, bean with bacon, condensed, single brand","Suppe, Bohne mit Speck, kondensiert, Einzelmarke"
171587,"Soup, tomato, canned, condensed, reduced sodium","Suppe, Tomate, konserviert, kondensiert, reduziertes Natrium"
171588,"Gravy, brown instant, dry","Soße, sofort braun, trocken"
171589,"Gravy, instant beef, dry","Soße, Instant-Rindfleisch, trocken"
171590,"Gravy, instant turkey, dry","Soße, Instant-Truthahn, trocken"
171591,"Soup, tomato, low sodium, with water","Suppe, Tomate, natriumarm, mit Wasser"
171592,"Soup, pea, low sodium, prepared with equal volume water","Suppe, Erbse, natriumarm, zubereitet mit der gleichen Menge Wasser"
171593,"Soup, chicken noodle, low sodium, canned, prepared with equal volume water","Suppe, Hühnernudeln, natriumarm, aus der Dose, zubereitet mit der gleichen Menge Wasser"
171594,"Soup, vegetable soup, condensed, low sodium, prepared with equal volume water","Suppe, Gemüsesuppe, kondensiert, natriumarm, mit gleichem Volumen Wasser zubereitet"
171595,"Sauce, tomato chili sauce, bottled, with salt","Soße, Tomaten-Chili-Sauce, abgefüllt, mit Salz"
171596,"Soup, vegetable chicken, canned, prepared with water, low sodium","Suppe, Gemüsehuhn, aus der Dose, mit Wasser zubereitet, natriumarm"
171597,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium","Soße, Nudeln, Spaghetti/Marinara, servierfertig, natriumarm"
171598,"Gravy, meat or poultry, low sodium, prepared","Soße, Fleisch oder Geflügel, natriumarm, zubereitet"
171599,"Gravy, HEINZ Home Style, savory beef","Soße, HEINZ Home Style, herzhaftes Rindfleisch"
171600,"Gravy, CAMPBELL'S, chicken","Soße, CAMPBELL'S, Hühnchen"
171601,"Barbecue loaf, pork, beef","Grillbrot, Schweinefleisch, Rindfleisch"
171602,"Soup, cream of chicken, canned, condensed, reduced sodium","Suppe, Hühnercreme, konserviert, kondensiert, natriumreduziert"
171603,"Sauce, alfredo mix, dry","Sauce, Alfredo-Mix, trocknen"
171604,"Sauce, peppers, hot, chili, mature red, canned","Soße, Paprika, scharf, Chili, reifes Rot, aus der Dose"
171605,"Sauce, chili, peppers, hot, immature green, canned","Soße, Chili, Paprika, scharf, unreif grün, aus der Dose"
171606,Fish broth,Fischbrühe
171607,"Soup, cream of mushroom, low sodium, ready-to-serve, canned","Suppe, Pilzcreme, natriumarm, servierfertig, aus der Dose"
171608,"Potato soup, instant, dry mix","Kartoffelsuppe, Instant, Trockenmischung"
171609,"Soup, chicken broth, low sodium, canned","Suppe, Hühnerbrühe, natriumarm, aus der Dose"
171610,"Sauce, worcestershire","Soße, Worcestershire"
171611,"Soup, beef and mushroom, low sodium, chunk style","Suppe, Rindfleisch und Pilze, natriumarm, Stückware"
171612,"Soup, beef stroganoff, canned, chunky style, ready-to-serve","Suppe, Stroganoff vom Rind, in Dosen, stückig, servierfertig"
171613,"Soup, bouillon cubes and granules, low sodium, dry","Suppe, Brühwürfel und -granulat, natriumarm, trocken"
171614,"Soup, ramen noodle, beef flavor, dry","Suppe, Ramen-Nudeln, Rindfleischgeschmack, trocken"
171615,"Soup, ramen noodle, chicken flavor, dry","Suppe, Ramen-Nudeln, Hühnergeschmack, trocken"
171616,"Beerwurst, beer salami, pork","Bierwurst, Biersalami, Schweinefleisch"
171617,"Sausage, Berliner, pork, beef","Wurst, Berliner, Schweinefleisch, Rind"
171618,Blood sausage,Blutwurst
171619,"Bockwurst, pork, veal, raw","Bockwurst, Schweinefleisch, Kalbfleisch, roh"
171620,"Bratwurst, pork, cooked","Bratwurst, Schweinefleisch, gekocht"
171621,"Braunschweiger (a liver sausage), pork","Braunschweiger (eine Leberwurst), Schweinefleisch"
171622,"Bratwurst, pork, beef, link","Bratwurst, Schweinefleisch, Rind, Link"
171623,"Cheesefurter, cheese smokie, pork, beef","Cheesefurter, Cheese Smokie, Schweinefleisch, Rindfleisch"
171624,"Frankfurter, chicken","Frankfurter, Huhn"
171625,"Frankfurter, turkey","Frankfurter, Truthahn"
171626,"Ham, chopped, canned","Schinken, gehackt, aus der Dose"
171627,"Ham, chopped, not canned","Schinken, gehackt, nicht aus der Dose"
171628,Ham and cheese loaf or roll,Schinken-Käse-Laib oder -Brötchen
171629,Ham and cheese spread,Schinken-Käse-Aufstrich
171630,"Headcheese, pork","Kopfkäse, Schweinefleisch"
171631,"Sausage, Italian, pork, mild, raw","Wurst, italienisch, Schweinefleisch, mild, roh"
171632,"Sausage, pork and turkey, pre-cooked","Wurst, Schweinefleisch und Truthahn, vorgegart"
171633,"Frankfurter, meat and poultry, cooked, boiled","Frankfurter, Fleisch und Geflügel, gekocht, gekocht"
171634,"Frankfurter, meat and poultry, cooked, grilled","Frankfurter, Fleisch und Geflügel, gekocht, gegrillt"
171635,"Pork sausage, link/patty, reduced fat, unprepared","Schweinswurst, Link/Pastetchen, fettreduziert, unvorbereitet"
171636,"Pork sausage, link/patty, reduced fat, cooked, pan-fried","Schweinswurst, Link/Patty, fettreduziert, gekocht, in der Pfanne gebraten"
171637,"Bologna, meat and poultry","Bologna, Fleisch und Geflügel"
171638,"Meatballs, frozen, Italian style","Fleischbällchen, gefroren, italienische Art"
171639,"Bacon, turkey, microwaved","Speck, Truthahn, mikrowellengeeignet"
171640,"Bacon, turkey, low sodium","Speck, Truthahn, wenig Natrium"
171641,"Cereals ready-to-eat, POST, ALPHA-BITS","Verzehrfertiges Getreide, POST, ALPHA-BITS"
171642,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH","Verzehrfertiges Getreide, QUAKER, CAP'N CRUNCH"
171643,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES","Verzehrfertiges Getreide, QUAKER, CAP'N CRUNCH mit CRUNCHBERRIES"
171644,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH","Verzehrfertiges Getreide, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH"
171645,"Cereals ready-to-eat, POST, FRUITY PEBBLES","Verzehrfertiges Getreide, POST, FRUCHTIGE KIESEL"
171646,"Cereals ready-to-eat, granola, homemade","Verzehrfertiges Getreide, Müsli, hausgemacht"
171647,"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal","Verzehrfertiges Getreide, POST, TRAUBEN-NÜSSE-Getreide"
171648,"Cereals ready-to-eat, POST, GRAPE-NUTS Flakes","Verzehrfertiges Getreide, POST, TRAUBEN-NÜSSE-Flocken"
171649,"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP","Verzehrfertiges Getreide, QUAKER, SWEET CRUNCH/QUISP"
171650,"Cereals ready-to-eat, POST Raisin Bran Cereal","Verzehrfertiges Getreide, POST Rosinenkleie-Müsli"
171651,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice","Verzehrfertiges Getreide, QUAKER, QUAKER Puffreis"
171652,"Cereals ready-to-eat, POST, GOLDEN CRISP","Verzehrfertiges Getreide, POST, GOLDEN CRISP"
171653,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ","Verzehrfertiges Getreide, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ"
171654,"Cereals, corn grits, white, regular and quick, enriched, dry","Getreide, Maisgrieß, weiß, regelmäßig und schnell, angereichert, trocken"
171655,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt","Getreide, Maisgrieß, weiß, normal und schnell, angereichert, mit Wasser gekocht, ohne Salz"
171656,"Cereals, QUAKER, corn grits, instant, plain, dry","Getreide, QUAKER, Maisgrieß, Instant, pur, trocken"
171657,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt","Getreide, WEIZENCREME, normal (10 Minuten), mit Wasser gekocht, ohne Salz"
171658,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry","Getreide, Mehl, angereichert, verschiedene Marken, einschließlich WEIZENCREME, schnell (1-3 Minuten), trocken"
171659,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt","Getreide, Mehl, angereichert, verschiedene Marken, darunter WEIZENCREME, schnell (1-3 Minuten), mit Wasser gekocht, ohne Salz"
171660,"Cereals, CREAM OF WHEAT, instant, dry","Getreide, WEIZENCREME, Instant, trocken"
171661,"Cereals, oats, instant, fortified, plain, dry","Getreide, Hafer, Instant, angereichert, pur, trocken"
171662,"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)","Getreide, Hafer, Instant, angereichert, pur, mit Wasser zubereitet (mit kochendem Wasser versetzt oder in der Mikrowelle erhitzt)"
171663,"Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry","Getreide, QUAKER, Instant-Haferflocken, Äpfel und Zimt, trocken"
171664,"Cereals, oats, instant, fortified, with cinnamon and spice, dry","Getreide, Hafer, Instant, angereichert, mit Zimt und Gewürzen, trocken"
171665,"Cereals, WHEATENA, dry","Getreide, WHEATENA, trocken"
171666,"Cereals, WHEATENA, cooked with water","Getreide, WHEATENA, mit Wasser gekocht"
171667,"Cereals, whole wheat hot natural cereal, dry","Getreide, Vollkorn-Heiß-Naturgetreide, trocken"
171668,"Cereals, whole wheat hot natural cereal, cooked with water, without salt","Getreide, heißes Naturgetreide aus Vollkorn, mit Wasser gekocht, ohne Salz"
171669,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat","Verzehrfertiges Getreide, QUAKER, QUAKER Puffed Wheat"
171670,"Cereals, corn grits, yellow, regular and quick, unenriched, dry","Getreide, Maisgrieß, gelb, regelmäßig und schnell, nicht angereichert, trocken"
171671,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt","Getreide, Maisgrieß, weiß, normal und schnell, angereichert, mit Wasser gekocht, mit Salz"
171672,"Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt","Getreide, Maisgrieß, gelb, normal und schnell, angereichert, mit Wasser gekocht, ohne Salz"
171673,"Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt","Getreide, Maisgrieß, gelb, normal, schnell, angereichert, mit Wasser gekocht, mit Salz"
171674,"Cereals, MALT-O-MEAL, chocolate, dry","Getreide, MALT-O-MEAL, Schokolade, trocken"
171675,"Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt","Getreide, Hafer, normal und schnell und sofort, nicht angereichert, mit Wasser gekocht (einschließlich Kochen und Mikrowellen), mit Salz"
171676,"Cereals, WHEATENA, cooked with water, with salt","Getreide, WHEATENA, mit Wasser gekocht, mit Salz"
171677,"Cereals, whole wheat hot natural cereal, cooked with water, with salt","Getreide, heißes natürliches Vollkorngetreide, mit Wasser gekocht, mit Salz"
171678,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS","Getreide, verzehrfertig, MALT-O-MEAL, Blaubeer-Mini-Löffel"
171679,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey","Verzehrfertiges Getreide, MALT-O-MEAL, HAFERMISCHER mit Honig"
171680,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey & almonds","Verzehrfertiges Getreide, MALT-O-MEAL, HAFERMISCHER mit Honig und Mandeln"
171681,"Cereals ready-to-eat, MALT-O-MEAL, Honey Nut SCOOTERS","Verzehrfertiges Getreide, MALT-O-MEAL, Honey Nut SCOOTERS"
171682,"Cereals, QUAKER, Instant Oatmeal, Cinnamon Swirl, high fiber","Getreide, QUAKER, Instant-Haferflocken, Zimtstrudel, hoher Ballaststoffgehalt"
171683,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, blueberry hazelnut, dry","Getreide, QUAKER, Haferflocken, REAL MEDLEYS, Blaubeer-Haselnuss, trocken"
171684,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, apple walnut, dry","Getreide, QUAKER, Haferflocken, REAL MEDLEYS, Apfel-Walnuss, trocken"
171685,"Cereals, QUAKER, oatmeal, REAL MEDLEYS, summer berry, dry","Getreide, QUAKER, Haferflocken, REAL MEDLEYS, Sommerbeere, trocken"
171686,"Acerola, (west indian cherry), raw","Acerola (westindische Kirsche), roh"
171687,"Acerola juice, raw","Acerolasaft, roh"
171688,"Apples, raw, with skin (Includes foods for USDA's Food Distribution Program)","Äpfel, roh, mit Schale (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
171689,"Apples, raw, without skin","Äpfel, roh, ohne Schale"
171690,"Apples, dehydrated (low moisture), sulfured, stewed","Äpfel, dehydriert (geringer Feuchtigkeitsgehalt), geschwefelt, gedünstet"
171691,"Apples, dried, sulfured, uncooked","Äpfel, getrocknet, geschwefelt, ungekocht"
171692,"Apples, dried, sulfured, stewed, without added sugar","Äpfel, getrocknet, geschwefelt, gedünstet, ohne Zuckerzusatz"
171693,"Apples, dried, sulfured, stewed, with added sugar","Äpfel, getrocknet, geschwefelt, gedünstet, mit Zuckerzusatz"
171694,"Apples, frozen, unsweetened, unheated (Includes foods for USDA's Food Distribution Program)","Äpfel, gefroren, ungesüßt, ungewärmt (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
171695,"Applesauce, canned, unsweetened, without added ascorbic acid (Includes foods for USDA's Food Distribution Program)","Apfelmus, in Dosen, ungesüßt, ohne Zusatz von Ascorbinsäure (einschließlich Lebensmittel für das Food Distribution Program des USDA)"
171696,"Applesauce, canned, sweetened, without salt","Apfelmus, aus der Dose, gesüßt, ohne Salz"
171697,"Apricots, raw","Aprikosen, roh"
171698,"Apricots, canned, water pack, with skin, solids and liquids","Aprikosen, konserviert, Wasserpackung, mit Schale, Feststoffe und Flüssigkeiten"
